,name,rating,price,review_count,address,latitude,longitude,zip code,restaurant_id
1516,Roti,4.0,$,67,"['80 E Lake St', 'Chicago, IL 60601']",41.885905,-87.624919,60601,qY7AHkUtFJC9K6uJFdYwTA
1517,Flight Club Darts Chicago,4.5,$$,201,"['111 W Wacker Dr', 'Chicago, IL 60601']",41.8867465458374,-87.6312313379593,60601,C0xde8M49hJ3dtKuUTgflg
1518,Wow Bao,3.5,$,625,"['1 W Wacker Dr', 'Ste 107', 'Chicago, IL 60601']",41.8859149826022,-87.6282665232788,60601,7Ees_Pd8ehKBMAtFzjPpyQ
1519,Metropolis,3.5,,2,"['8 W Monroe St', 'Apt 1601', 'Chicago, IL 60603']",41.8809509277344,-87.6281509399414,60603,SyNKrWWbAbHayj2ySPtjvA
1520,Mezcalito,4.5,$$,4,"['108 W Kinzie St', 'Chicago, IL 60654']",41.8894500732422,-87.6315841674805,60654,avXMDkAi206MP_0S8iKK2w
1521,Tikka N' Curry,4.0,$,63,"['400 South Financial Pl', 'Ste 3B', 'Chicago, IL 60605']",41.8765824671089,-87.6331653292189,60605,GviLMWkHHilrKvlWVnSLKg
1522,Potbelly Sandwich Shop,3.5,$,77,"['200 S Michigan Ave', 'Ste 140', 'Chicago, IL 60604']",41.8793333,-87.6246547,60604,HsZ4FNQ1o53uDCC1dGu8iw
1523,The Library at Gilt Bar,4.5,$$,125,"['230 W Kinzie St', 'Gilt Bar', 'Chicago, IL 60654']",41.889395,-87.635401,60654,tU3rS35ojqsiTe-OnxtP6g
1524,Forum 55,3.5,$$,29,"['55 E Monroe St', 'Chicago, IL 60603']",41.88004,-87.6253,60603,-MsQ8XtwVkJqpdQuAW0mog
1525,Chiya Chai,3.5,,15,"['79 E Madison St', 'Chicago, IL 60602']",41.88198264058086,-87.62482982128859,60602,tqsyD_yceeD7pupCA76bXA
1526,Gilt Bar,4.0,$$$,1778,"['230 W Kinzie St', 'Chicago, IL 60654']",41.88929895636181,-87.63533114204132,60654,sDYjKyI_67eUhFAqVneYjA
1527,Roti Modern Mediterranean,3.5,,14,"['55 E Jackson Blvd', 'Chicago, IL 60604']",41.878175,-87.6254637,60604,eEN8UYdnkb2o6XWqYbIv0g
1528,American Craft Kitchen & Bar,3.5,$$,99,"['151 E Wacker Dr', 'Chicago, IL 60601']",41.88770497439666,-87.62270134321086,60601,ndVrtzisx6t3dpK84Is_5g
1529,AIRE,3.5,$$$,40,"['100 W Monroe St', 'Chicago, IL 60603']",41.88096,-87.63116,60603,sKC1JXbzybWmWdBDZvSP4g
1530,Hero Coffee Bar,4.0,$,84,"['22 E Jackson Blvd', 'Chicago, IL 60604']",41.878330263797984,-87.6268193,60604,_L0bgEsJO2d3Cr8MOEzDGw
1531,Meli Cafe,3.5,$$,594,"['500 S Dearborn St', 'Chicago, IL 60605']",41.875586,-87.629506,60605,2_NW90Nrx5_ag4BR3jYqhQ
1532,Sociale Chicago,4.0,$$,455,"['800 S Clark St', 'Chicago, IL 60605']",41.8719817,-87.6306186,60605,PPMAnBtLm9yrnO3lGCV9uA
1533,The Northman Beer & Cider Garden Riverwalk,4.0,$$,43,"['233 E Riverwalk', 'Chicago, IL 60601']",41.88825716500445,-87.62157038691191,60601,RGwAKSWTDYLhpKVGuEPFeQ
1534,Corner Bakery,3.5,$$,188,"['35 E Monroe St', 'Chicago, IL 60603']",41.880642,-87.62637,60603,1Vglu_Qdgybx7OcwsEqzkw
1535,HighLine,4.0,$$$,268,"['169 W Kinzie St', 'Chicago, IL 60654']",41.88899,-87.63376,60654,fEKUE_hIzur3XoHAzGOcvg
1536,Senoritas Cantina,4.5,$$,10,"['610 S Dearborn St', 'Chicago, IL 60605']",41.87404,-87.62945,60605,8Tlzs2T3pXQzTRGAClEByw
1537,Lotus Banh Mi,5.0,,3,"['200 W Adams', 'Chicago, IL 60606']",41.87979856734071,-87.63413899999999,60606,rNJ4ekYNJnJN2NDAe39hBQ
1538,Farmer's Fridge,4.0,$,100,"['108 N State', 'Chicago, IL 60602']",41.8797547287141,-87.6304800899465,60602,NRY7NmPVGMSfWealHdmcYw
1539,"Travelle at The Langham, Chicago",4.0,$$$,310,"['330 N Wabash Ave', 'Chicago, IL 60611']",41.88860197354319,-87.62741176090235,60611,Sv1_VhFbQOBc60KfCT5ENg
1540,Billy Goat Tavern Lake Street,3.5,$,110,"['60 E Lake St', 'Chicago, IL 60601']",41.8858269270291,-87.6255225017667,60601,M-F6KnDXBfzx926DAGy_aQ
1541,The Midway Club,4.5,$$,12,"['450 N Citifront Plaza Dr', 'Fl 5', 'The University Of Chicago Booth School Of Business', 'Chicago, IL 60611']",41.8896732177435,-87.6221348328492,60611,JH-k4jQ2QRl6L48YewBvpA
1542,ROOF on theWit,3.0,$$$,988,"['201 N State St', 'Chicago, IL 60601']",41.8860699,-87.6276199,60601,Prt0N_cokvWKoowVIzMHCQ
1543,About Last Knife,3.5,,106,"['168 N Michigan Ave', 'Chicago, IL 60601']",41.88513,-87.62497,60601,8-9AwlQ7miS8f4dYpSr7QQ
1544,Miss Ricky's,3.5,$$,335,"['203 N Wabash Ave', 'Virgin Hotels Chicago', 'Chicago, IL 60601']",41.8860646,-87.6258528,60601,uM0bo8IaXddPZlIYfDSHhQ
1545,Just Salad,4.0,$$,183,"['20 East Jackson Blvd', 'Chicago, IL 60604']",41.87844,-87.6268,60604,9bvyjONADY7bDmNhfDj31w
1546,Spin - Chicago,4.0,$$,177,"['344 N State St', 'Chicago, IL 60654']",41.8886647,-87.6282297735412,60654,HmZPTPbozz_IeCxWhVpy_w
1547,Rosati's Pizza,3.0,,89,"['176 N Wells St', 'Chicago, IL 60606']",41.88509,-87.63416,60606,ytVUakv872TF68ybLi87Sw
1548,Dog Haus,4.5,,9,"['205 W Wacker Dr', 'Chicago, IL 60610']",41.886475,-87.634314,60610,ipanUW8srH3gVimII0pfgQ
1549,Fairgrounds Coffee and Tea,4.5,$,148,"['12 S Michigan Ave', 'First Floor', 'Chicago, IL 60603']",41.88165,-87.62501,60603,qmAy-DXW8dmCULAle-QX_g
1550,Blackwood BBQ,4.0,$$,50,"['233 N Michigan Ave', 'Chicago, IL 60601']",41.887087,-87.623094,60601,Ka1t42ZaY14SelQTRGNvYA
1551,Petterino's,3.5,$$$,811,"['150 N Dearborn St', 'Chicago, IL 60601']",41.8846425,-87.62971445487466,60601,d_8fXdA3E0IW44NYqt6haw
1552,Harold's Chicken Shack,3.5,$,416,"['612 S Wabash Ave', 'Chicago, IL 60605']",41.8740921,-87.6261049,60605,P04H0_SvD6jFKhHNAPmmGA
1553,Harry Caray's Italian Steakhouse - River North,4.0,$$$,837,"['33 W Kinzie St', 'Chicago, IL 60654']",41.889099,-87.629334,60654,kEaW60jpNInK1MzFJMIC7A
1554,Zoup!,4.0,$,141,"['62 W Adams St', 'Chicago, IL 60603']",41.879625,-87.630102,60603,VkVIa1KvViXWJU0MdlCIhA
1555,Gino's East - South Loop,3.5,$$,594,"['521 S Dearborn St', 'Chicago, IL 60605']",41.87522,-87.62895,60605,7acqCZbZfoef4BHqPExHtA
1556,Rivers,3.5,$$$,340,"['30 S Wacker Dr', 'Chicago, IL 60606']",41.88122,-87.63752,60606,mePTM5r8gRE9FXTbRPnhMA
1557,320 RiverBar,4.0,$$,51,"['320 North Dearborn Street', 'The Westin Chicago River N', 'Chicago, IL 60654']",41.88833,-87.62981,60654,ZmbDl_isZHO72gnyzO_n_w
1558,Friends Sushi,5.0,,1,"['Forum 55', '55 E Monroe St', 'Chicago, IL 60603']",41.88004,-87.6253,60603,8kdZ4NVVk1wv1SxT1alZ4w
1559,Silk Road,3.5,$,119,"['19 S La Salle St', 'Chicago, IL 60603']",41.8812872634843,-87.631418809387,60603,VPUiIyXHHTcIs06ca_hRSQ
1560,First Draft,4.0,$$,516,"['649 S Clark St', 'Chicago, IL 60605']",41.873437,-87.630308,60605,VCLQpc78prtGTxJAKjz-Ow
1561,Rosebud on Randolph,3.0,,13,"['130 East Randolph St', 'Chicago, IL 60601']",41.88495,-87.62313,60601,35k-JgDA11LILmlryc2qhw
1562,Roots Handmade Pizza - South Loop,4.0,$$,169,"['744 S Dearborn', 'Chicago, IL 60605']",41.87246649063155,-87.62936378220914,60605,cNWVVC1r3cpgJ09ZwxAJQA
1563,65 Express,4.0,$,24,"['333 S Franklin St', 'Chicago, IL 60606']",41.8770776,-87.6350651,60606,rnNJDY-WAGXX3rwvuuoyyg
1564,State and Lake Chicago Tavern,3.5,$$,538,"['theWit Hotel', '201 N State St', 'Chicago, IL 60601']",41.885777,-87.627901,60601,VkIQgupDqCFZorV8Ro-89A
1565,LH Rooftop,2.5,$$,329,"['85 E Wacker Dr', 'Chicago, IL 60601']",41.887788,-87.625329,60601,BNaElIaBfIZjyxc4Eo7WLw
1566,Corner Bakery,3.0,$$,106,"['224 S Michigan Ave', 'Chicago, IL 60604']",41.87841,-87.62467,60604,IFrmf-ip4I5U0DjuRQqupw
1567,The Palm - Chicago,3.5,,92,"['323 E Wacker Dr', 'Chicago, IL 60601']",41.8874577,-87.6195718,60601,4cnau4JZDHb5V00MMzNSAQ
1568,Krishna Lunch,4.5,$,12,"['Chicago, IL 60601']",41.8847802267723,-87.6199700908582,60601,ldE5fPOlluaVIOVRA4aVUw
1569,Hoyt's Chicago,3.5,$$,186,"['71 E Wacker Dr', 'Chicago, IL 60601']",41.8875160217285,-87.6255569458008,60601,LHpygzroItKWRslDr-e4-g
1570,Gayle V's Best Ever Grilled Cheese,4.0,$$,116,"['108 N State St', 'Level B1', 'Chicago, IL 60602']",41.88385464661538,-87.62869314220156,60602,YEVHDC4nsM7jUxPRt1ND-g
1571,Stand-Up Burgers,4.0,$$,74,"['204 N Wells St', 'Chicago, IL 60606']",41.88586834210969,-87.63408619371549,60606,1YahgVjdf3dykGdp-3fuiA
1572,Taco Bell Cantina,3.0,,57,"['178 North Wabash Ave', 'Chicago, IL 60601']",41.885338,-87.6265372,60601,EwjiWbRN33-kZlG2Yzc3xg
1573,All Star Seafood & Sports,4.0,,48,"['730 S Clark St', 'Chicago, IL 60605']",41.872507,-87.630921,60605,31H0Tqmy2uO2j6_wia9VwQ
1574,Half Sour,4.0,$$,272,"['755 S Clark St', 'Chicago, IL 60605']",41.87241,-87.63028,60605,eiAGDMO4Rf5Q4V-F9-0JGw
1575,Farmer's Fridge,5.0,,2,"['111 E Wacker', 'Chicago, IL 60601']",41.887628,-87.623651,60601,q9thhj844BaHr4wdkyKY3Q
1576,Vivere,3.5,$$$,142,"['71 W Monroe St', 'Chicago, IL 60603']",41.8803520202637,-87.6301345825195,60603,7a9BG-eTJahBhyhqKqba5w
1577,House of Blues Restaurant & Bar,4.0,$$,122,"['329 N Dearborn St', 'Chicago, IL 60654']",41.8882850172722,-87.6289432077769,60654,C8qNzVPoa6XezobByO5ObQ
1578,Macanudo Mate,4.5,,10,"['108 N State St', 'Chicago, IL 60602']",41.88349369691512,-87.62880991165669,60602,Db4gF-XkcKGNI2np-Fy6Dw
1579,Hamburger Stans - Revival Food Hall,4.5,,7,"['125 S Clark St', 'Chicago, IL 60603']",41.879792,-87.63032,60603,nQ1Y0sH_A8NFLB4eI_O5UQ
1580,Kitty O'Shea's,3.0,$$,234,"['720 S Michigan Ave', 'Chicago, IL 60605']",41.87293248722559,-87.62461159842208,60605,mO_L_yc21euEM1Uq9fgK8Q
1581,Seven On State,4.0,$$,100,"['111 N State St', 'Fl 7', 'Chicago, IL 60602']",41.8838721799959,-87.6273976,60602,RE-hUrq8ZstjW0kAplqlRg
1582,Dos Toros Taqueria,3.5,$$,166,"['1 N Dearborn St', 'Chicago, IL 60602']",41.8821425477176,-87.6291108433496,60602,4-sANV4RJzTeQGBSTTAWxA
1583,Grant Park Bistro,4.0,$$,80,"['800 S Michigan Ave', 'Chicago, IL 60605']",41.871461,-87.624416,60605,eHwy_u0yIIes4Zyr2xE4jA
1584,City Winery Chicago at the Riverwalk,3.0,$$,466,"['11 W Riverwalk S', 'Chicago, IL 60601']",41.8870106766937,-87.6286728708862,60601,2-QK56RX9aaOA2joN38OTA
1585,The Halal Guys,3.0,$,246,"['172 N Wabash Ave', 'Chicago, IL 60601']",41.885205,-87.6265,60601,gLpkKY0uVCv8MAXzqshKDw
1586,Havana Grill,4.0,$$,873,"['412 N Clark St', 'Chicago, IL 60654']",41.88967,-87.6314,60654,6XGYBXKAc_gPUMXCrmb8qA
1587,Blackwood BBQ,4.0,$$,25,"['211 W Adams st', 'Chicago, IL 60606']",41.87901,-87.63451,60606,6ubKPcNioOO-5i52N422nw
1588,Protein Bar,4.0,$$,182,"['151 N Michigan Ave', 'Chicago, IL 60601']",41.885088,-87.624267,60601,ImnN3MAT6bz6XIepMs6nIQ
1589,So Mac - Chicago,3.5,,3,"['216 N Wabash Ave', 'Chicago, IL 60601']",41.886387,-87.626585,60601,wriipAWElsrUG91UzEk30w
1590,Paisans Pizza,4.5,$$,56,"['700 S Clark St', 'Chicago, IL 60605']",41.87325,-87.63096,60605,o8Za3E4LndY74Xriof_bzQ
1591,Island Party Hut,3.5,$$,124,"['355 E Riverwalk S', 'Chicago, IL 60611']",41.8880460476892,-87.6185882930542,60611,93MU_JuGHgfbljSHyFUK4A
1592,Land & Lake Kitchen,3.5,$$,190,"['81 E Upper Wacker Dr', 'Chicago, IL 60601']",41.8877746,-87.625503,60601,ti4Q-kakzeL0bl6uY7yMnw
1593,Saucy Porka,4.5,$,658,"['335 S Franklin St', 'Chicago, IL 60606']",41.877049,-87.634798,60606,hgE7M0H_iY4wIzFAgrOTCA
1594,Carlucci Chicago,4.0,,21,"['400 E Randolph St', 'Chicago, IL 60601']",41.88499,-87.61652,60601,KHDKrsy28q6fd1UnVgIo4A
1595,Lasalle Cafe Luna,3.5,$$,126,"['63 E Harrison St', 'Chicago, IL 60605']",41.8742747,-87.6254547,60605,h4e5YKJv4vdxU4iriYpbqg
1596,Stocks and Blondes,3.5,$$,315,"['40 N Wells St', 'Chicago, IL 60606']",41.88283885471,-87.634022155078,60606,mBvq0FTzh5FY8aQ-xJ4R2Q
1597,Seven Bar and Restaurant,3.0,$$,52,"['400 E Randolph St', 'Fl 7', 'Chicago, IL 60601']",41.8849868774414,-87.6166687011719,60601,wEJLvvg9s_nQwv86hm3sVQ
1598,Hawaiian Bros Island Grill,4.0,,93,"['205 W Wacker', 'Kitchen United Mix', 'Chicago, IL 60606']",41.88644789914569,-87.63410059101776,60606,QZS8PdRkjKWB2yyoekTlFQ
1599,Lao Sze Chuan,3.5,,30,"['616 S Wabash Ave', 'Chicago, IL 60605']",41.87391,-87.62642,60605,z743qy0vDTnTLuhnNV5PqQ
1600,RPM Steak,4.0,$$$$,1562,"['66 W Kinzie St', 'Chicago, IL 60654']",41.88932150898674,-87.63061025948531,60654,JMWtBuuNmTXqoBs06Wt_7w
1601,Shinobi Japanese,4.5,,17,"['205 W Wacker Dr', 'Chicago, IL 60606']",41.88638,-87.63428,60606,Zr8bIVaM_rofC1dSfmIADw
1602,The Bassment,4.0,$$$,179,"['353 W Hubbard St', 'Lower Level', 'Chicago, IL 60654']",41.889817,-87.637859,60654,KzZFCaXVo68eRa08nvW97Q
1603,Flaco's Tacos,3.5,$,861,"['725 S Dearborn St', 'Chicago, IL 60605']",41.8728063,-87.6289506,60605,BIIePPIF4qMsTfgj5uaG5Q
1604,Columbus Tap,3.5,$$,115,"['200 North Columbus Dr', 'Chicago, IL 60601']",41.88615,-87.62129,60601,qn3xtrTab0f7BiAgpB_xBg
1605,Cafe Michelle,3.0,$$,74,"['200 North Lake Shore Dr', 'Chicago, IL 60601']",41.8862044908843,-87.6129848744132,60601,ZkXkbRENJRfd8o_SMAYLFA
1606,Commons Club,4.0,$$,91,"['203 N Wabash Ave', 'Chicago, IL 60601']",41.886065,-87.625995,60601,I7wsZrUFrex9OSIHP-nwrw
1607,Ceres Cafe,4.0,$$,403,"['141 W Jackson Blvd', 'Chicago, IL 60604']",41.8780574,-87.6322115,60604,TP8zxYve1T4_xq7mLAT-1g
1608,Opus Restaurant & Cafe,2.5,,22,"['65 E Adams St', 'Chicago, IL 60604']",41.879314,-87.625428,60604,nVngbDYATgUjNPTJ5eGlDA
1609,Freshii,3.5,$,122,"['17 E Monroe St', 'Chicago, IL 60606']",41.8802948,-87.6272202,60606,mPpnVe0bWPYrAnlDsQulAQ
1610,Taco Bell Cantina,2.5,,38,"['407 S. Dearborn', 'Chicago, IL 60605']",41.8766100868394,-87.6289899274707,60605,pOVBpG6NSmk5ihHhLCHnMw
1611,Do-Rite Donuts & Chicken,3.5,$$,41,"['233 S Wacker Dr', 'Chicago, IL 60606']",41.878891,-87.635839,60606,bTKZrlIXURMxIQG7XKm-0g
1612,sweetgreen,4.0,$$,102,"['1 N Dearborn St', 'Chicago, IL 60602']",41.8822007,-87.6290567,60602,COZI4ikiDqB2yh40pzl06w
1613,La Cantina,3.0,$$,62,"['71 W Monroe St', 'Chicago, IL 60603']",41.8803520202637,-87.6301345825195,60603,vEr2Zi-dkDbpI0OzNemTew
1614,Epic Burger,3.5,$$,822,"['517 S State St', 'Chicago, IL 60605']",41.8752826,-87.6274851,60605,7xpf5VhK73NN3gcb4gbMCA
1615,Terzo Piano,3.5,$$,298,"['159 E Monroe St', 'Chicago, IL 60603']",41.88009,-87.622264,60603,-aIXGAuLnicdsmOutY9ebQ
1616,Asada Mexican Grill,4.0,$,138,"['180 N Wells St', 'Chicago, IL 60606']",41.8852898915081,-87.6340918936048,60606,pi_ckl5GTJXsCAMB__Cogg
1617,Heritage Outpost,4.5,,7,"['300 S Wacker Dr', 'Chicago, IL 60606']",41.8773263816122,-87.6371231690705,60606,ScgbdW_KOA-95g0_S2cmGA
1618,Bar Louie - Printers Row,3.5,$$,490,"['47 W Polk St', 'Chicago, IL 60605']",41.87207,-87.62890469,60605,p2KxGY6wKgAowBmwZaTH8w
1619,Morton's The Steakhouse,3.5,$$$,480,"['65 E Wacker Pl', 'Chicago, IL 60601']",41.8866976,-87.6255798,60601,dMEr_XitO-5S_ezNC6EYZQ
1620,Stan's Donuts & Coffee,4.0,$,412,"['181 N Michigan Ave', 'Chicago, IL 60601']",41.885377,-87.624226,60601,NM70tneo1D_LREM8Eg1qag
1621,South Branch Tavern Grille,3.5,$$,342,"['100 S Wacker Dr', 'Chicago, IL 60606']",41.880509,-87.637837,60606,SugQCPP3FVPGJATlVXBVDA
1622,Olive Mediterranean Grill,4.0,,24,"['186 W Van Buren St', 'Chicago, IL 60605']",41.8769739,-87.6333522,60605,TlqY_G5wJci_E0cHD8rSgA
1623,Pâtisserie Coralie,4.5,,7,"['160 W Van Buren', 'Chicago, IL 60604']",41.8768505129484,-87.6329585941716,60604,dQDlp3lOXJy5lI9Eti6Ecg
1624,Chicken Planet,4.5,$,201,"['177 W Van Buren St', 'Chicago, IL 60605']",41.876749,-87.633383,60605,p_tOKdAg5rlyVYRCkmVPCA
1625,The Lounge,3.5,$$,4,"['151 W Adams St', 'Chicago, IL 60604']",41.87906,-87.63302,60604,iKrvwY844nyHWkk1ZIxNGg
1626,Noodles & Company,3.0,$,100,"['47 S Clark St', 'Chicago, IL 60603']",41.88110037933161,-87.63055815364169,60603,4-NmeBHa9QItskOcW945EA
1627,Pazzo's,4.0,$$,159,"['311 S Wacker Dr', 'Chicago, IL 60606']",41.87738011580508,-87.63618151534219,60606,cxMvBU1TX8ZzhAZN3L6Pqw
1628,La Cocina,4.0,,35,"['209 W Lake St', 'Chicago, IL 60606']",41.88535,-87.63441,60606,Ocl2-135HQjFwAD22L5nfg
1629,Tortoise Supper Club,4.0,$$$,545,"['350 N State St', 'Chicago, IL 60654']",41.888770105961974,-87.62848221273698,60654,E974TODU6F-HCzUS02nXiQ
1630,Stetsons Modern Steak + Sushi,4.0,$$$,178,"['151 E Wacker Dr', 'Chicago, IL 60601']",41.8873352808554,-87.6220776735412,60601,xM3rdKK2YiazFDD4GnjZ8A
1631,Isla Filipino,3.0,,11,"['15 W Washington St', 'Chicago, IL 60602']",41.8831,-87.62868,60602,Aom96cCoMRWaSCpTQMGMHw
1632,Taza Cafe,4.5,$,633,"['176 N Franklin St', 'Chicago, IL 60606']",41.88528255359,-87.635568761842,60606,eouoOadI4bWZqBRxWhok-w
1633,Avanti Caffé,4.0,$,160,"['200 W Jackson Blvd', 'Chicago, IL 60606']",41.87841,-87.6341,60606,cmBSH_mNlh0Pw6_eNHCjLQ
1634,Shula's Steak House,3.5,$$$,185,"['301 E North Water St', 'Chicago, IL 60611']",41.889274,-87.620204,60611,D2etrACLyKAs4uxzVl2Ofw
1635,JJ Fish & Chicken,3.0,$,45,"['26 E Adams St', 'Chicago, IL 60603']",41.8797073364258,-87.6267395019531,60603,Dw1dccQPNX3pRvP8TGvWrw
1636,sweetgreen,3.5,$$,69,"['150 N Michigan Ave', 'Chicago, IL 60601']",41.8849641,-87.6247284,60601,4HgsNJmxh9mwVCCCFPyn8Q
1637,Depot 226,5.0,,2,"['226 W Jackson Blvd', 'Chicago, IL 60606']",41.878222522387134,-87.6349157239199,60606,mtd2HCS1DxndjG9atvFceQ
1638,Market Creations,4.0,$,100,"['233 S Wacker Dr', 'Fl 2', 'Willis Tower', 'Chicago, IL 60606']",41.87882,-87.635956,60606,IS8V9ivSWrmTm8wU-QS0Jg
1639,Farmer's Fridge,4.0,,1,"['69 W Washington St', 'Chicago, IL 60602']",41.88285,-87.63001,60602,5ew6jrWnqQiYirqmr--RfQ
1640,Goddess and the Baker - Chicago,3.5,,15,"['181 W Madison St', 'Chicago, IL 60602']",41.8816217,-87.633368,60602,6UDpAYLNc1RY8G368i2f0g
1641,Nutella Cafe,3.0,$$,1005,"['189 N Michigan Ave', 'Chicago, IL 60601']",41.88554837213619,-87.62425553144996,60601,1sMa5flhmM9UGQpBh4u5Iw
1642,Wolverine Trading Kitchen,5.0,,1,"['175 W Jackson', 'Chicago, IL 60604']",41.877739,-87.6332092,60604,HCafGJ9wyT5jktI1rfQY9w
1643,Cellars Market,4.0,$,76,"['141 W Jackson Blvd', 'Chicago, IL 60604']",41.878077,-87.632192,60604,38gt6s_jrOlnjHhHAODXXA
1644,Monk's Pub,3.5,$$,493,"['205 W Lake St', 'Chicago, IL 60606']",41.885467,-87.634284,60606,5QSxzXNfLU-y0MQ-WqViYQ
1645,BIG Bar,3.0,$$,158,"['151 E Wacker Dr', 'Chicago, IL 60610']",41.887692,-87.621709,60610,Ir6L_W_rJfcM7FaM8KZmbA
1646,Brown Bag Seafood,4.5,$$,26,"['233 S Wacker Dr', 'Wacker & Jackson', 'Chicago, IL 60606']",41.8788792,-87.635834,60606,ffpD6cxvYd5kfiDFQdxYDQ
1647,Tortazo,3.5,,41,"['233 S Wacker Dr', 'Unit L1-11', 'Chicago, IL 60606']",41.878893,-87.6365355,60606,xPGzVl_TpSbYU4Jq9oJMRA
1648,Chick-fil-A - Millennium Park,3.0,,11,"['122 S Michigan Ave', 'Chicago, IL 60603']",41.88015,-87.62475,60603,agg5T_B8PoRzOv3CGAd8kg
1649,Chicago Cut Steakhouse,3.5,$$$$,1739,"['300 N Lasalle', 'Chicago, IL 60654']",41.8879719146942,-87.6333480203605,60654,olT3-oFfj5jCuv49M6gZgQ
1650,Danke,3.5,$$,38,"['125 S Clark St', 'Chicago, IL 60603']",41.87979,-87.63051,60603,3jxmuI_A7Vayb-98I3-Y7w
1651,Beatrix Market,4.5,$$,48,"['155 N Upper Wacker Dr', 'Ste 102', 'Chicago, IL 60606']",41.8848011254167,-87.6363301865082,60606,mopPEMAzUadJgKZS-gDI9A
1652,The Walnut Room,3.0,$$,708,"['111 N State St', 'Chicago, IL 60602']",41.8838107238422,-87.6270385870331,60602,F73xWeDRwTl7HnyTt-4Ssw
1653,Protein Bar,4.0,$$,24,"['37 South La Salle St', 'Chicago, IL 60603']",41.8809506,-87.6322451,60603,xycZqqR-c_1zdpK3pp8Yhw
1654,Amarit Thai & Sushi,3.5,$$,385,"['600 S Dearborn St', 'Chicago, IL 60605']",41.874252,-87.629449,60605,oygq45Un8P21YY5r3bebhQ
1655,Tree House,2.5,,32,"['149 W Kinzie St', 'Chicago, IL 60654']",41.88889,-87.63306,60654,FKRL0_Ieong8j9MSfsW0jA
1656,Ruby's Soulfood,4.0,,8,"['100 W Randolph St', 'Concourse', 'Chicago, IL 60601']",41.885171,-87.63172,60601,x_LyJzEs82X8Ed6WVr51YQ
1657,Americana Submarine,3.0,$,45,"['400 S Clark St', 'Chicago, IL 60605']",41.87665,-87.63106,60605,cLeooB50VE0KcE66_B4seA
1658,BenjYehuda,4.0,$,172,"['10 S LaSalle St', 'Chicago, IL 60603']",41.8815704,-87.6326146,60603,YF_UAlKxbKigLeUhsHujKg
1659,Mexi-Tacos,4.5,,8,"['100 s wacker', 'Chicago, IL 60604']",41.88032,-87.637485,60604,D3IGfwvlvv_DHlS0ZQLJHA
1660,The Art of Pizza,3.5,$,144,"['727 S State St', 'Chicago, IL 60605']",41.8725137,-87.6272951,60605,oowc2e5ez7TyaAgA2X5QQw
1661,Freshii,5.0,,3,"['151 N State St', 'Chicago, IL 60601']",41.8848399,-87.6276,60601,QwDNEgzWM6fJvYTUldqvbQ
1662,The Cumin Bowl,4.5,,23,"['205 W Wacker Dr', 'Chicago, IL 60606']",41.88651548558416,-87.63427216011887,60606,pDAbK7hMPQNRCvilyOuoLg
1663,Randolph Tavern,3.0,$$,396,"['188 W Randolph St', 'Chicago, IL 60601']",41.8846111655354,-87.633559,60601,8qZyXQDIavElB-UTnLnPUw
1664,New Orleans Kitchen,3.5,$,75,"['100 W Randolph St', 'Atrium Mall', 'Chicago, IL 60601']",41.884739,-87.63133,60601,kFbnhGBunOGVxxCC19MBuQ
1665,Mezcalina,3.5,$$,293,"['333 E Benton Pl', 'Ste 100', 'Chicago, IL 60601']",41.885224,-87.618684,60601,BHSJyn_HnqbT5NCzI6Y5ew
1666,Epic Burger,4.0,$$,324,"['407 N Clark St', 'Chicago, IL 60654']",41.8894953,-87.6310549,60654,3KEJP9icHNlT_L4Row3lyA
1667,Tokyo Lunch Boxes & Catering,3.0,$,75,"['60 E Jackson Blvd', 'Chicago, IL 60604']",41.87839,-87.62571,60604,AaVl-ga8xOWAUCDGSYjdgA
1668,City Social,2.5,$$,111,"['120 North LaSalle St', 'Chicago, IL 60602']",41.8837277,-87.632593,60602,RTUVUrWF5_PN1Bsugk8--g
1669,Dos Toros Taqueria,3.5,$$,55,"['300 S Wacker Dr', 'Chicago, IL 60606']",41.877932,-87.637029,60606,BZDtiR6SGZeDygpKEVNFnQ
1670,Mercadito,3.5,$$,2254,"['108 W Kinzie St', 'Chicago, IL 60654']",41.8894499,-87.63162,60654,Sfx5Yb95Wav1aOa0Qkv1VA
1671,Chicago Burger Company,2.5,$$,155,"['301 East North Water St', 'Chicago, IL 60611']",41.88914057603059,-87.61985169751942,60611,JlqeXHn4ouz_mwtPJXkVWQ
1672,The Mid-America Club,4.0,$$$,79,"['200 E Randolph Dr', 'Fl 80', 'Chicago, IL 60601']",41.8852912,-87.6215383,60601,aCFgGok-JMpCisy8vt0jbw
1673,Staytion Market & Bar,3.5,$$,43,"['1 West Wacker Dr', 'Chicago, IL 60601']",41.8862800598145,-87.6284790039062,60601,oW1A_uqrMSHjAK6D5uZrFA
1674,Pat's Pizzeria,4.0,$$,325,"['628 S Clark St', 'Chicago, IL 60605']",41.8739102,-87.6308374,60605,VNWxBy3jYi2-pENSdKO9Vw
1675,Brown Bag Seafood,4.0,$$,112,"['125 S Clark St', 'Clark & Adams', 'Chicago, IL 60603']",41.87994340314364,-87.6305165998281,60603,kTdNYKe1YcTl9c1Y2itUhA
